neural_subject,behavior_subject,roi,metric,spearman_r,same_subject
sub-004,sub-001,LH_PostTemp,cosine,0.04020931091978102,False
sub-004,sub-001,RH_IFGorb,correlation,-0.14641378542979133,False
sub-004,sub-001,RH_IFGorb,euclidean,-0.03583289037883144,False
sub-004,sub-001,RH_IFGorb,cosine,-0.14641378542979133,False
sub-004,sub-001,RH_IFG,correlation,-0.12121584002051211,False
sub-004,sub-001,RH_IFG,euclidean,-0.119239945480299,False
sub-004,sub-001,RH_IFG,cosine,-0.1212252762751904,False
sub-004,sub-001,RH_MFG,correlation,-0.14709662713196628,False
sub-004,sub-001,RH_MFG,euclidean,-0.05234490633029394,False
sub-004,sub-001,RH_MFG,cosine,-0.14710463365108725,False
sub-004,sub-001,RH_AntTemp,correlation,-0.10340390850033633,False
sub-004,sub-001,RH_AntTemp,euclidean,0.018403842040905335,False
sub-004,sub-001,RH_AntTemp,cosine,-0.10340390850033633,False
sub-004,sub-001,RH_PostTemp,correlation,-0.11981355538589489,False
sub-004,sub-001,RH_PostTemp,euclidean,-0.08156326812675062,False
sub-004,sub-001,RH_PostTemp,cosine,-0.1198046910254395,False
sub-004,sub-001,ALL,correlation,-0.08870937238933611,False
sub-004,sub-001,ALL,euclidean,-0.018410132877357533,False
sub-004,sub-001,ALL,cosine,-0.08888494391577473,False
sub-004,sub-002,LH_IFGorb,correlation,-0.06649718426093859,False
sub-004,sub-002,LH_IFGorb,euclidean,-0.04383426795578069,False
sub-004,sub-002,LH_IFGorb,cosine,-0.06649718426093859,False
sub-004,sub-002,LH_IFG,correlation,-0.061114108831790886,False
sub-004,sub-002,LH_IFG,euclidean,-0.05195764654026893,False
sub-004,sub-002,LH_IFG,cosine,-0.061114108831790886,False
sub-004,sub-002,LH_MFG,correlation,-0.047570186942844456,False
sub-004,sub-002,LH_MFG,euclidean,-0.049467891925172446,False
sub-004,sub-002,LH_MFG,cosine,-0.047570186942844456,False
sub-004,sub-002,LH_AntTemp,correlation,-0.06278643453362535,False
sub-004,sub-002,LH_AntTemp,euclidean,-0.107651498081917,False
sub-004,sub-002,LH_AntTemp,cosine,-0.06278643453362535,False
sub-004,sub-002,LH_PostTemp,correlation,0.03896058402226616,False
sub-004,sub-002,LH_PostTemp,euclidean,0.051301529700862686,False
sub-004,sub-002,LH_PostTemp,cosine,0.03887878392807689,False
sub-004,sub-002,RH_IFGorb,correlation,-0.16216010630076666,False
sub-004,sub-002,RH_IFGorb,euclidean,-0.06795785936941622,False
sub-004,sub-002,RH_IFGorb,cosine,-0.16216010630076666,False
sub-004,sub-002,RH_IFG,correlation,-0.09066911209386777,False
sub-004,sub-002,RH_IFG,euclidean,-0.10073195375072468,False
sub-004,sub-002,RH_IFG,cosine,-0.09062449386067362,False
sub-004,sub-002,RH_MFG,correlation,-0.07214796908925117,False
sub-004,sub-002,RH_MFG,euclidean,0.023267836582117007,False
sub-004,sub-002,RH_MFG,cosine,-0.07214453691746701,False
sub-004,sub-002,RH_AntTemp,correlation,0.02914400069092311,False
sub-004,sub-002,RH_AntTemp,euclidean,0.07678511918397365,False
sub-004,sub-002,RH_AntTemp,cosine,0.02914400069092311,False
sub-004,sub-002,RH_PostTemp,correlation,-0.029874767266634943,False
sub-004,sub-002,RH_PostTemp,euclidean,-0.006485660614810764,False
sub-004,sub-002,RH_PostTemp,cosine,-0.029863040679705712,False
sub-004,sub-002,ALL,correlation,-0.060990836661876276,False
sub-004,sub-002,ALL,euclidean,0.0018293475609600302,False
sub-004,sub-002,ALL,cosine,-0.06108035914257993,False
sub-004,sub-003,LH_IFGorb,correlation,-0.01207502878504579,False
sub-004,sub-003,LH_IFGorb,euclidean,-0.07454892295107934,False
sub-004,sub-003,LH_IFGorb,cosine,-0.01207502878504579,False
sub-004,sub-003,LH_IFG,correlation,-0.015965074500268902,False
sub-004,sub-003,LH_IFG,euclidean,-0.011304105960036833,False
sub-004,sub-003,LH_IFG,cosine,-0.015965074500268902,False
sub-004,sub-003,LH_MFG,correlation,0.038269260517522136,False
sub-004,sub-003,LH_MFG,euclidean,0.005549329942364333,False
sub-004,sub-003,LH_MFG,cosine,0.038269260517522136,False
sub-004,sub-003,LH_AntTemp,correlation,-0.09987565220144776,False
sub-004,sub-003,LH_AntTemp,euclidean,-0.11834408284326724,False
sub-004,sub-003,LH_AntTemp,cosine,-0.09987565220144776,False
sub-004,sub-003,LH_PostTemp,correlation,0.015830491605317375,False
sub-004,sub-003,LH_PostTemp,euclidean,-0.000716061007958654,False
sub-004,sub-003,LH_PostTemp,cosine,0.015855636604798762,False
sub-004,sub-003,RH_IFGorb,correlation,-0.03469667042075157,False
sub-004,sub-003,RH_IFGorb,euclidean,-0.024724392217336952,False
sub-004,sub-003,RH_IFGorb,cosine,-0.03469667042075157,False
sub-004,sub-003,RH_IFG,correlation,0.0070594586044000415,False
sub-004,sub-003,RH_IFG,euclidean,-0.0034294350429049337,False
sub-004,sub-003,RH_IFG,cosine,0.007050886445485932,False
sub-004,sub-003,RH_MFG,correlation,-0.009358225886533868,False
sub-004,sub-003,RH_MFG,euclidean,-0.05265048578909398,False
sub-004,sub-003,RH_MFG,cosine,-0.00937794185203632,False
sub-004,sub-003,RH_AntTemp,correlation,-0.03190300383064312,False
sub-004,sub-003,RH_AntTemp,euclidean,-0.040305433998253724,False
sub-004,sub-003,RH_AntTemp,cosine,-0.03190300383064312,False
sub-004,sub-003,RH_PostTemp,correlation,-0.004735546322784825,False
sub-004,sub-003,RH_PostTemp,euclidean,-0.014356651749351398,False
sub-004,sub-003,RH_PostTemp,cosine,-0.004647538824599963,False
sub-004,sub-003,ALL,correlation,-0.01500785008819329,False
sub-004,sub-003,ALL,euclidean,-0.0486610030304672,False
sub-004,sub-003,ALL,cosine,-0.015150433664797985,False
sub-004,sub-004,LH_IFGorb,correlation,-0.08677105551585107,True
sub-004,sub-004,LH_IFGorb,euclidean,-0.011158904566276625,True
sub-004,sub-004,LH_IFGorb,cosine,-0.08677105551585107,True
sub-004,sub-004,LH_IFG,correlation,-0.05520326380771646,True
sub-004,sub-004,LH_IFG,euclidean,-0.050476913830154346,True
sub-004,sub-004,LH_IFG,cosine,-0.05520326380771646,True
sub-004,sub-004,LH_MFG,correlation,-0.08263882780177968,True
sub-004,sub-004,LH_MFG,euclidean,0.019315988501017466,True
sub-004,sub-004,LH_MFG,cosine,-0.08263882780177968,True
sub-004,sub-004,LH_AntTemp,correlation,-0.09686311692368604,True
sub-004,sub-004,LH_AntTemp,euclidean,0.008858864015615909,True
sub-004,sub-004,LH_AntTemp,cosine,-0.09686311692368604,True
sub-004,sub-004,LH_PostTemp,correlation,-0.06289793451087296,True
sub-004,sub-004,LH_PostTemp,euclidean,-0.10211086287320796,True
sub-004,sub-004,LH_PostTemp,cosine,-0.06283866544651508,True
sub-004,sub-004,RH_IFGorb,correlation,-0.09076813831022722,True
sub-004,sub-004,RH_IFGorb,euclidean,0.04387485544385597,True
sub-004,sub-004,RH_IFGorb,cosine,-0.09076813831022722,True
sub-004,sub-004,RH_IFG,correlation,-0.19446351810206539,True
sub-004,sub-004,RH_IFG,euclidean,-0.11952795072291436,True
sub-004,sub-004,RH_IFG,cosine,-0.1944801248930449,True
sub-004,sub-004,RH_MFG,correlation,-0.05437607382254792,True
sub-004,sub-004,RH_MFG,euclidean,0.025116626060563772,True
sub-004,sub-004,RH_MFG,cosine,-0.05448688120373872,True
sub-004,sub-004,RH_AntTemp,correlation,-0.1865813051904335,True
sub-004,sub-004,RH_AntTemp,euclidean,-0.07345756298197555,True
sub-004,sub-004,RH_AntTemp,cosine,-0.1865813051904335,True
sub-004,sub-004,RH_PostTemp,correlation,-0.04218239438385902,True
sub-004,sub-004,RH_PostTemp,euclidean,0.025763145612834642,True
sub-004,sub-004,RH_PostTemp,cosine,-0.04220959516218751,True
sub-004,sub-004,ALL,correlation,-0.10190871814162991,True
sub-004,sub-004,ALL,euclidean,-0.038461041584539044,True
sub-004,sub-004,ALL,cosine,-0.10206648265593517,True
sub-001,semantic_word2vec,LH_IFGorb,correlation,0.1674108531556342,semantic
sub-001,semantic_word2vec,LH_IFGorb,euclidean,-0.08603244816712091,semantic
sub-001,semantic_word2vec,LH_IFGorb,cosine,0.1674108531556342,semantic
sub-001,semantic_word2vec,LH_IFG,correlation,-0.1344518485752201,semantic
sub-001,semantic_word2vec,LH_IFG,euclidean,-0.06175768039839614,semantic
sub-001,semantic_word2vec,LH_IFG,cosine,-0.1344518485752201,semantic
sub-001,semantic_word2vec,LH_MFG,correlation,0.020117863614959833,semantic
sub-001,semantic_word2vec,LH_MFG,euclidean,0.20509581769666532,semantic
sub-001,semantic_word2vec,LH_MFG,cosine,0.020117863614959833,semantic
sub-001,semantic_word2vec,LH_AntTemp,correlation,-0.1672727272727273,semantic
sub-001,semantic_word2vec,LH_AntTemp,euclidean,-0.24696222942024232,semantic
sub-001,semantic_word2vec,LH_AntTemp,cosine,-0.16717170131704742,semantic
sub-001,semantic_word2vec,LH_PostTemp,correlation,0.015252636235213538,semantic
sub-001,semantic_word2vec,LH_PostTemp,euclidean,0.005651175068848904,semantic
sub-001,semantic_word2vec,LH_PostTemp,cosine,0.015252636235213538,semantic
sub-001,semantic_word2vec,RH_IFGorb,correlation,0.05893808592913914,semantic
sub-001,semantic_word2vec,RH_IFGorb,euclidean,0.158253449579772,semantic
sub-001,semantic_word2vec,RH_IFGorb,cosine,0.05893808592913914,semantic
sub-001,semantic_word2vec,RH_IFG,correlation,-0.14059902113268932,semantic
sub-001,semantic_word2vec,RH_IFG,euclidean,0.24300509410539237,semantic
sub-001,semantic_word2vec,RH_IFG,cosine,-0.14048030136556272,semantic
sub-001,semantic_word2vec,RH_MFG,correlation,0.006993050898246316,semantic
sub-001,semantic_word2vec,RH_MFG,euclidean,0.043158630727301264,semantic
sub-001,semantic_word2vec,RH_MFG,cosine,0.006993050898246316,semantic
sub-001,semantic_word2vec,RH_AntTemp,correlation,-0.05296842225424866,semantic
sub-001,semantic_word2vec,RH_AntTemp,euclidean,-0.13804768767568956,semantic
sub-001,semantic_word2vec,RH_AntTemp,cosine,-0.05296842225424866,semantic
sub-001,semantic_word2vec,RH_PostTemp,correlation,-0.23284713403062174,semantic
sub-001,semantic_word2vec,RH_PostTemp,euclidean,-0.09502147515018336,semantic
sub-001,semantic_word2vec,RH_PostTemp,cosine,-0.23292761233429893,semantic
sub-001,semantic_word2vec,ALL,correlation,-0.16007762446312127,semantic
sub-001,semantic_word2vec,ALL,euclidean,0.027108631440761408,semantic
sub-001,semantic_word2vec,ALL,cosine,-0.1599994292318888,semantic
sub-002,semantic_word2vec,LH_IFGorb,correlation,-0.021529373153921894,semantic
sub-002,semantic_word2vec,LH_IFGorb,euclidean,-0.033421326750474455,semantic
sub-002,semantic_word2vec,LH_IFGorb,cosine,-0.021529373153921894,semantic
sub-002,semantic_word2vec,LH_IFG,correlation,-0.12868024143491105,semantic
sub-002,semantic_word2vec,LH_IFG,euclidean,-0.06013784049885133,semantic
sub-002,semantic_word2vec,LH_IFG,cosine,-0.12868024143491105,semantic
sub-002,semantic_word2vec,LH_MFG,correlation,-0.17070133131661935,semantic
sub-002,semantic_word2vec,LH_MFG,euclidean,-0.11640530243575291,semantic
sub-002,semantic_word2vec,LH_MFG,cosine,-0.17070133131661935,semantic
sub-002,semantic_word2vec,LH_AntTemp,correlation,-0.021478004023915188,semantic
sub-002,semantic_word2vec,LH_AntTemp,euclidean,-0.08665515617642444,semantic
sub-002,semantic_word2vec,LH_AntTemp,cosine,-0.021478004023915188,semantic
sub-002,semantic_word2vec,LH_PostTemp,correlation,-0.020891825173727546,semantic
sub-002,semantic_word2vec,LH_PostTemp,euclidean,0.084615230947047,semantic
sub-002,semantic_word2vec,LH_PostTemp,cosine,-0.020891825173727546,semantic
sub-002,semantic_word2vec,RH_IFGorb,correlation,-0.11253949001869265,semantic
sub-002,semantic_word2vec,RH_IFGorb,euclidean,-0.01476691257259457,semantic
sub-002,semantic_word2vec,RH_IFGorb,cosine,-0.11253949001869265,semantic
sub-002,semantic_word2vec,RH_IFG,correlation,0.09300152680469742,semantic
sub-002,semantic_word2vec,RH_IFG,euclidean,-0.028603473123956565,semantic
sub-002,semantic_word2vec,RH_IFG,cosine,0.09291248697935248,semantic
sub-002,semantic_word2vec,RH_MFG,correlation,-0.1472804326422283,semantic
sub-002,semantic_word2vec,RH_MFG,euclidean,-0.01752943023073301,semantic
sub-002,semantic_word2vec,RH_MFG,cosine,-0.1472804326422283,semantic
sub-002,semantic_word2vec,RH_AntTemp,correlation,-0.08639146130905666,semantic
sub-002,semantic_word2vec,RH_AntTemp,euclidean,-0.050643683737389596,semantic
sub-002,semantic_word2vec,RH_AntTemp,cosine,-0.08634294601960589,semantic
sub-002,semantic_word2vec,RH_PostTemp,correlation,-0.20333271500121292,semantic
sub-002,semantic_word2vec,RH_PostTemp,euclidean,-0.08707752457870178,semantic
sub-002,semantic_word2vec,RH_PostTemp,cosine,-0.20333271500121292,semantic
sub-002,semantic_word2vec,ALL,correlation,-0.2098525991352863,semantic
sub-002,semantic_word2vec,ALL,euclidean,-0.09882735691556914,semantic
sub-002,semantic_word2vec,ALL,cosine,-0.2098525991352863,semantic
sub-003,semantic_word2vec,LH_IFGorb,correlation,-0.14415833107404288,semantic
sub-003,semantic_word2vec,LH_IFGorb,euclidean,0.00907977911274097,semantic
sub-003,semantic_word2vec,LH_IFGorb,cosine,-0.14415833107404288,semantic
sub-003,semantic_word2vec,LH_IFG,correlation,-0.049275552574877646,semantic
sub-003,semantic_word2vec,LH_IFG,euclidean,0.027669696494056876,semantic
sub-003,semantic_word2vec,LH_IFG,cosine,-0.04919964041608996,semantic
sub-003,semantic_word2vec,LH_MFG,correlation,-0.04471568613461566,semantic
sub-003,semantic_word2vec,LH_MFG,euclidean,0.020770251566045006,semantic
sub-003,semantic_word2vec,LH_MFG,cosine,-0.04471568613461566,semantic
sub-003,semantic_word2vec,LH_AntTemp,correlation,-0.09996946390605158,semantic
sub-003,semantic_word2vec,LH_AntTemp,euclidean,0.0392973844551305,semantic
sub-003,semantic_word2vec,LH_AntTemp,cosine,-0.09996946390605158,semantic
sub-003,semantic_word2vec,LH_PostTemp,correlation,-0.013020362152366549,semantic
sub-003,semantic_word2vec,LH_PostTemp,euclidean,0.051892524364663746,semantic
sub-003,semantic_word2vec,LH_PostTemp,cosine,-0.013020362152366549,semantic
sub-003,semantic_word2vec,RH_IFGorb,correlation,-0.089015282316177,semantic
sub-003,semantic_word2vec,RH_IFGorb,euclidean,-0.07875401321328178,semantic
sub-003,semantic_word2vec,RH_IFGorb,cosine,-0.089015282316177,semantic
sub-003,semantic_word2vec,RH_IFG,correlation,0.023800459468329503,semantic
sub-003,semantic_word2vec,RH_IFG,euclidean,-0.08282073600547937,semantic
sub-003,semantic_word2vec,RH_IFG,cosine,0.023809591758108477,semantic
sub-003,semantic_word2vec,RH_MFG,correlation,-0.14486265892324596,semantic
sub-003,semantic_word2vec,RH_MFG,euclidean,-0.09994891625404889,semantic
sub-003,semantic_word2vec,RH_MFG,cosine,-0.14486265892324596,semantic
sub-003,semantic_word2vec,RH_AntTemp,correlation,0.12007762446312124,semantic
sub-003,semantic_word2vec,RH_AntTemp,euclidean,0.042192320315064,semantic
sub-003,semantic_word2vec,RH_AntTemp,cosine,0.12003025070989284,semantic
sub-003,semantic_word2vec,RH_PostTemp,correlation,-0.18880723733964985,semantic
sub-003,semantic_word2vec,RH_PostTemp,euclidean,-0.10117549692498681,semantic
sub-003,semantic_word2vec,RH_PostTemp,cosine,-0.18883748804954267,semantic
sub-003,semantic_word2vec,ALL,correlation,-0.08546225082404647,semantic
sub-003,semantic_word2vec,ALL,euclidean,-0.00174940426078395,semantic
sub-003,semantic_word2vec,ALL,cosine,-0.08558211212739544,semantic
sub-004,semantic_word2vec,LH_IFGorb,correlation,0.15852855980936348,semantic
sub-004,semantic_word2vec,LH_IFGorb,euclidean,0.016337666414577418,semantic
sub-004,semantic_word2vec,LH_IFGorb,cosine,0.15852855980936348,semantic
sub-004,semantic_word2vec,LH_IFG,correlation,0.33369729313223273,semantic
sub-004,semantic_word2vec,LH_IFG,euclidean,0.26541858706354077,semantic
sub-004,semantic_word2vec,LH_IFG,cosine,0.33369729313223273,semantic
sub-004,semantic_word2vec,LH_MFG,correlation,0.11527689387993893,semantic
sub-004,semantic_word2vec,LH_MFG,euclidean,0.06707609765842382,semantic
sub-004,semantic_word2vec,LH_MFG,cosine,0.11527689387993893,semantic
sub-004,semantic_word2vec,LH_AntTemp,correlation,-0.10355845378918681,semantic
sub-004,semantic_word2vec,LH_AntTemp,euclidean,-0.0016204106676559983,semantic
sub-004,semantic_word2vec,LH_AntTemp,cosine,-0.10355845378918681,semantic
sub-004,semantic_word2vec,LH_PostTemp,correlation,-0.04628358613604258,semantic
sub-004,semantic_word2vec,LH_PostTemp,euclidean,0.034182160642684895,semantic
sub-004,semantic_word2vec,LH_PostTemp,cosine,-0.04633267219360455,semantic
sub-004,semantic_word2vec,RH_IFGorb,correlation,0.044525620353590846,semantic
sub-004,semantic_word2vec,RH_IFGorb,euclidean,0.05564075855081977,semantic
sub-004,semantic_word2vec,RH_IFGorb,cosine,0.044525620353590846,semantic
sub-004,semantic_word2vec,RH_IFG,correlation,0.16590973302321602,semantic
sub-004,semantic_word2vec,RH_IFG,euclidean,0.17787132032933323,semantic
sub-004,semantic_word2vec,RH_IFG,cosine,0.16591772377677258,semantic
sub-004,semantic_word2vec,RH_MFG,correlation,-0.07258971761247698,semantic
sub-004,semantic_word2vec,RH_MFG,euclidean,0.006848075798005167,semantic
sub-004,semantic_word2vec,RH_MFG,cosine,-0.07252693312024658,semantic
sub-004,semantic_word2vec,RH_AntTemp,correlation,-0.013038055963813302,semantic
sub-004,semantic_word2vec,RH_AntTemp,euclidean,-0.03380602445741356,semantic
sub-004,semantic_word2vec,RH_AntTemp,cosine,-0.013038055963813302,semantic
sub-004,semantic_word2vec,RH_PostTemp,correlation,0.1172277792839714,semantic
sub-004,semantic_word2vec,RH_PostTemp,euclidean,0.10115380773676176,semantic
sub-004,semantic_word2vec,RH_PostTemp,cosine,0.11726773305175442,semantic
sub-004,semantic_word2vec,ALL,correlation,0.052983832993250664,semantic
sub-004,semantic_word2vec,ALL,euclidean,0.06813258943222843,semantic
sub-004,semantic_word2vec,ALL,cosine,0.05292504387779855,semantic
