random_subid,subid,condition,cond_duration,trial,word_id,word,category_num,category_arousal,category_valence,expected_onset,expected_offset,recorded_onset,trigger_start_time,adjusted_recorded_onset,adjusted_calc_offset,code_end_time,adjusted_code_end_time,expected_recorded_onset_diff
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,14,15,tired,3,low,low,66,68,86.763,20.758,66.005,68.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,15,16,excited,1,high ,high,70,72,90.7636,20.758,70.0056,72.0056,348.7601,328.0021,0.0056
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,16,17,bored,3,low,low,74,76,94.7629,20.758,74.0049,76.0049,348.7601,328.0021,0.0049
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,17,18,aroused,1,high ,high,78,80,98.7627,20.758,78.0047,80.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,18,19,glad,1,high ,high,82,84,102.7627,20.758,82.0047,84.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,19,20,serene,4,low,high,86,88,106.7635,20.758,86.0055,88.0055,348.7601,328.0021,0.0055
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,20,21,amused,1,high ,high,90,92,110.763,20.758,90.005,92.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,21,22,delighted,1,high ,high,94,96,114.7642,20.758,94.0062,96.0062,348.7601,328.0021,0.0062
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,22,23,gloomy,3,low,low,98,100,118.764,20.758,98.006,100.006,348.7601,328.0021,0.006
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,23,24,miserable,3,low,low,102,104,122.7632,20.758,102.0052,104.0052,348.7601,328.0021,0.0052
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,24,10,sleepy,4,low,high,116,118,136.7628,20.758,116.0048,118.0048,348.7601,328.0021,0.0048
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,25,8,afraid,2,high,low,120,122,140.7632,20.758,120.0052,122.0052,348.7601,328.0021,0.0052
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,26,13,angry,2,high,low,124,126,144.7623,20.758,124.0043,126.0043,348.7601,328.0021,0.0043
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,27,16,excited,1,high ,high,128,130,148.7635,20.758,128.0055,130.0055,348.7601,328.0021,0.0055
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,28,22,delighted,1,high ,high,132,134,152.7629,20.758,132.0049,134.0049,348.7601,328.0021,0.0049
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,29,17,bored,3,low,low,136,138,156.7626,20.758,136.0046,138.0046,348.7601,328.0021,0.0046
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,30,11,frustrated,2,high,low,140,142,160.7627,20.758,140.0047,142.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,31,15,tired,3,low,low,144,146,164.7627,20.758,144.0047,146.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,32,20,serene,4,low,high,148,150,168.7638,20.758,148.0058,150.0058,348.7601,328.0021,0.0058
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,33,4,distressed,2,high,low,152,154,172.7627,20.758,152.0047,154.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,34,19,glad,1,high ,high,156,158,176.7629,20.758,156.0049,158.0049,348.7601,328.0021,0.0049
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,35,23,gloomy,3,low,low,160,162,180.7626,20.758,160.0046,162.0046,348.7601,328.0021,0.0046
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,36,5,annoyed,2,high,low,164,166,184.7635,20.758,164.0055,166.0055,348.7601,328.0021,0.0055
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,37,6,satisfied,4,low,high,168,170,188.7624,20.758,168.0044,170.0044,348.7601,328.0021,0.0044
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,38,24,miserable,3,low,low,172,174,192.7641,20.758,172.0061,174.0061,348.7601,328.0021,0.0061
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,39,21,amused,1,high ,high,176,178,196.7639,20.758,176.0059,178.0059,348.7601,328.0021,0.0059
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,40,3,pleased,4,low,high,180,182,200.7633,20.758,180.0053,182.0053,348.7601,328.0021,0.0053
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,41,1,depressed,3,low,low,184,186,204.7631,20.758,184.0051,186.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,42,14,droopy,3,low,low,188,190,208.7634,20.758,188.0054,190.0054,348.7601,328.0021,0.0054
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,43,12,content,4,low,high,192,194,212.763,20.758,192.005,194.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,44,7,astonished,1,high ,high,196,198,216.7631,20.758,196.0051,198.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,45,9,calm,4,low,high,200,202,220.7629,20.758,200.0049,202.0049,348.7601,328.0021,0.0049
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,46,18,aroused,1,high ,high,204,206,224.7628,20.758,204.0048,206.0048,348.7601,328.0021,0.0048
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,47,2,alarmed,2,high,low,208,210,228.7627,20.758,208.0047,210.0047,348.7601,328.0021,0.0047
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,48,8,afraid,2,high,low,222,224,242.763,20.758,222.005,224.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,49,24,miserable,3,low,low,226,228,246.7626,20.758,226.0046,228.0046,348.7601,328.0021,0.0046
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,50,17,bored,3,low,low,230,232,250.7629,20.758,230.0049,232.0049,348.7601,328.0021,0.0049
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,51,14,droopy,3,low,low,234,236,254.7632,20.758,234.0052,236.0052,348.7601,328.0021,0.0052
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,52,19,glad,1,high ,high,238,240,258.7628,20.758,238.0048,240.0048,348.7601,328.0021,0.0048
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,53,10,sleepy,4,low,high,242,244,262.7648,20.758,242.0068,244.0068,348.7601,328.0021,0.0068
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,54,20,serene,4,low,high,246,248,266.7631,20.758,246.0051,248.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,55,6,satisfied,4,low,high,250,252,270.7632,20.758,250.0052,252.0052,348.7601,328.0021,0.0052
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,56,5,annoyed,2,high,low,254,256,274.7652,20.758,254.0072,256.0072,348.7601,328.0021,0.0072
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,57,18,aroused,1,high ,high,258,260,278.7631,20.758,258.0051,260.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,58,16,excited,1,high ,high,262,264,282.7631,20.758,262.0051,264.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,59,15,tired,3,low,low,266,268,286.7644,20.758,266.0064,268.0064,348.7601,328.0021,0.0064
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,60,2,alarmed,2,high,low,270,272,290.7628,20.758,270.0048,272.0048,348.7601,328.0021,0.0048
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,61,9,calm,4,low,high,274,276,294.7626,20.758,274.0046,276.0046,348.7601,328.0021,0.0046
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,62,12,content,4,low,high,278,280,298.7626,20.758,278.0046,280.0046,348.7601,328.0021,0.0046
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,63,3,pleased,4,low,high,282,284,302.763,20.758,282.005,284.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,64,13,angry,2,high,low,286,288,306.7647,20.758,286.0067,288.0067,348.7601,328.0021,0.0067
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,65,1,depressed,3,low,low,290,292,310.763,20.758,290.005,292.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,66,22,delighted,1,high ,high,294,296,314.7632,20.758,294.0052,296.0052,348.7601,328.0021,0.0052
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,67,21,amused,1,high ,high,298,300,318.763,20.758,298.005,300.005,348.7601,328.0021,0.005
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,68,7,astonished,1,high ,high,302,304,322.7631,20.758,302.0051,304.0051,348.7601,328.0021,0.0051
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,69,23,gloomy,3,low,low,306,308,326.7643,20.758,306.0063,308.0063,348.7601,328.0021,0.0063
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,70,4,distressed,2,high,low,310,312,330.7647,20.758,310.0067,312.0067,348.7601,328.0021,0.0067
7c2d7864-aadf-4d34-8633-3f7ab53f66bb,sub-pseudo003,emotion_word,2,71,11,frustrated,2,high,low,314,316,334.7632,20.758,314.0052,316.0052,348.7601,328.0021,0.0052
