random_subid,subid,condition,cond_duration,trial,word_id,word,category_num,category_arousal,category_valence,expected_onset,expected_offset,recorded_onset,trigger_start_time,adjusted_recorded_onset,adjusted_calc_offset,code_end_time,adjusted_code_end_time,expected_recorded_onset_diff
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,55,6,satisfied,4,low,high,250,252,352.1651,102.1597,250.0054,252.0054,430.161,328.0013,0.0054
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,56,5,annoyed,2,high,low,254,256,356.1644,102.1597,254.0047,256.0047,430.161,328.0013,0.0047
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,57,18,aroused,1,high ,high,258,260,360.1659,102.1597,258.0062,260.0062,430.161,328.0013,0.0062
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,58,16,excited,1,high ,high,262,264,364.1643,102.1597,262.0046,264.0046,430.161,328.0013,0.0046
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,59,15,tired,3,low,low,266,268,368.1651,102.1597,266.0054,268.0054,430.161,328.0013,0.0054
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,60,2,alarmed,2,high,low,270,272,372.1649,102.1597,270.0052,272.0052,430.161,328.0013,0.0052
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,61,9,calm,4,low,high,274,276,376.1648,102.1597,274.0051,276.0051,430.161,328.0013,0.0051
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,62,12,content,4,low,high,278,280,380.1648,102.1597,278.0051,280.0051,430.161,328.0013,0.0051
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,63,3,pleased,4,low,high,282,284,384.1653,102.1597,282.0056,284.0056,430.161,328.0013,0.0056
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,64,13,angry,2,high,low,286,288,388.1639,102.1597,286.0042,288.0042,430.161,328.0013,0.0042
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,65,1,depressed,3,low,low,290,292,392.1654,102.1597,290.0057,292.0057,430.161,328.0013,0.0057
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,66,22,delighted,1,high ,high,294,296,396.164,102.1597,294.0043,296.0043,430.161,328.0013,0.0043
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,67,21,amused,1,high ,high,298,300,400.164,102.1597,298.0043,300.0043,430.161,328.0013,0.0043
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,68,7,astonished,1,high ,high,302,304,404.1654,102.1597,302.0057,304.0057,430.161,328.0013,0.0057
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,69,23,gloomy,3,low,low,306,308,408.1641,102.1597,306.0044,308.0044,430.161,328.0013,0.0044
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,70,4,distressed,2,high,low,310,312,412.1663,102.1597,310.0066,312.0066,430.161,328.0013,0.0066
a5096d2c-fd6c-4ef0-adec-76a5cfec123f,sub-001,emotion_word,2,71,11,frustrated,2,high,low,324,326,426.1642,102.1597,324.0045,326.0045,430.161,328.0013,0.0045
